TargetQuarter,OriginRule,ForecastOrigin,InformationSetComplete,GDPGrowth_L1,Inflation_L1,Unemployment_L1,InterestRate_L1,TargetGDPGrowthFirstRelease,TargetFirstReleaseDate,TargetVintageStart,PriorGDPVintageStart
2022-04-01,strict-quarter-start,2022-03-31,0,NaN,NaN,NaN,NaN,-0.938573773165339,2022-07-28,2022-07-28,2022-06-29
2022-07-01,primary-early-quarter,2022-08-14,1,-0.938573773165339,10.0125045667167,3.6,0.77,2.53426757171185,2022-10-27,2022-10-27,2022-09-29
2022-07-01,strict-quarter-start,2022-06-30,0,NaN,NaN,NaN,NaN,2.53426757171185,2022-10-27,2022-10-27,2022-09-29
2022-10-01,primary-early-quarter,2022-11-14,1,2.53426757171185,5.52984020787798,3.56666666666667,2.19,2.85055987981499,2023-01-26,2023-01-26,2022-12-22
2022-10-01,strict-quarter-start,2022-09-30,0,NaN,NaN,NaN,NaN,2.85055987981499,2023-01-26,2023-01-26,2022-12-22
2023-01-01,primary-early-quarter,2023-02-14,1,2.85055987981499,4.07980363656909,3.6,3.65333333333333,1.05668847840172,2023-04-27,2023-04-27,2023-03-30
2023-01-01,strict-quarter-start,2022-12-31,0,NaN,NaN,NaN,NaN,1.05668847840172,2023-04-27,2023-04-27,2023-03-30
2023-04-01,primary-early-quarter,2023-05-15,1,1.05668847840172,3.74181628317551,3.5,4.51666666666667,2.38560351748345,2023-07-27,2023-07-27,2023-06-29
2023-04-01,strict-quarter-start,2023-03-31,0,NaN,NaN,NaN,NaN,2.38560351748345,2023-07-27,2023-07-27,2023-06-29
2023-07-01,primary-early-quarter,2023-08-14,1,2.38560351748345,2.67293151106209,3.56666666666667,4.99,4.76276385913365,2023-10-26,2023-10-26,2023-09-28
2023-07-01,strict-quarter-start,2023-06-30,0,NaN,NaN,NaN,NaN,4.76276385913365,2023-10-26,2023-10-26,2023-09-28
2023-10-01,primary-early-quarter,2023-11-14,1,4.76276385913365,3.52051966487672,3.7,5.26,3.2268142583691,2024-01-25,2024-01-25,2023-12-21
2023-10-01,strict-quarter-start,2023-09-30,0,NaN,NaN,NaN,NaN,3.2268142583691,2024-01-25,2024-01-25,2023-12-21
2024-01-01,primary-early-quarter,2024-02-14,1,3.2268142583691,2.68954552151764,3.73333333333333,5.33,1.57737858736364,2024-04-25,2024-04-25,2024-03-28
2024-01-01,strict-quarter-start,2023-12-31,0,NaN,NaN,NaN,NaN,1.57737858736364,2024-04-25,2024-04-25,2024-03-28
2024-04-01,primary-early-quarter,2024-05-15,1,1.57737858736364,3.7354102308518,3.8,5.33,2.80203926667765,2024-07-25,2024-07-25,2024-06-27
2024-04-01,strict-quarter-start,2024-03-31,0,NaN,NaN,NaN,NaN,2.80203926667765,2024-07-25,2024-07-25,2024-06-27
2024-07-01,primary-early-quarter,2024-08-14,1,2.80203926667765,2.78224839309009,4,5.33,2.78639124801721,2024-10-30,2024-10-30,2024-09-26
2024-07-01,strict-quarter-start,2024-06-30,0,NaN,NaN,NaN,NaN,2.78639124801721,2024-10-30,2024-10-30,2024-09-26
2024-10-01,primary-early-quarter,2024-11-14,1,2.78639124801721,1.21584387982088,4.2,5.26333333333333,2.22649885600482,2025-01-30,2025-01-30,2024-12-19
2024-10-01,strict-quarter-start,2024-09-30,0,NaN,NaN,NaN,NaN,2.22649885600482,2025-01-30,2025-01-30,2024-12-19
2025-01-01,primary-early-quarter,2025-02-14,1,2.22649885600482,2.988338378341,4.13333333333333,4.65,-0.276431557460234,2025-04-30,2025-04-30,2025-03-27
2025-01-01,strict-quarter-start,2024-12-31,0,NaN,NaN,NaN,NaN,-0.276431557460234,2025-04-30,2025-04-30,2025-03-27
2025-04-01,primary-early-quarter,2025-05-15,1,-0.276431557460234,3.71473227816374,4.1,4.33,2.92505198326611,2025-07-30,2025-07-30,2025-06-26
2025-04-01,strict-quarter-start,2025-03-31,0,NaN,NaN,NaN,NaN,2.92505198326611,2025-07-30,2025-07-30,2025-06-26
2025-07-01,primary-early-quarter,2025-08-14,1,2.92505198326611,1.63467227213566,4.16666666666667,4.33,4.25112974537698,2025-12-23,2025-12-23,2025-09-25
2025-07-01,strict-quarter-start,2025-06-30,0,NaN,NaN,NaN,NaN,4.25112974537698,2025-12-23,2025-12-23,2025-09-25
2025-10-01,primary-early-quarter,2025-11-14,0,NaN,3.08986070125275,NaN,4.29333333333333,1.4125209345349,2026-02-20,2026-02-20,2026-01-22
2025-10-01,strict-quarter-start,2025-09-30,0,NaN,NaN,NaN,NaN,1.4125209345349,2026-02-20,2026-02-20,2026-01-22
2026-01-01,primary-early-quarter,2026-02-14,0,NaN,NaN,NaN,3.89666666666667,1.97018553460231,2026-04-30,2026-04-30,2026-04-09
2026-01-01,strict-quarter-start,2025-12-31,0,NaN,NaN,NaN,NaN,1.97018553460231,2026-04-30,2026-04-30,2026-04-09
2026-04-01,primary-early-quarter,2026-05-15,0,1.97018553460231,NaN,4.33333333333333,3.64,1.48901068104485,2026-07-30,2026-07-30,2026-06-25
2026-04-01,strict-quarter-start,2026-03-31,0,NaN,NaN,NaN,NaN,1.48901068104485,2026-07-30,2026-07-30,2026-06-25
